Method       t0       tn       N         h
 Euler        0    1e+02 1000000    0.0001

x  -  y  -  z  .........
   1.127377e-06   2.735540e-06  -2.127797e-10  -3.756546e-01  -9.115123e-01   7.090056e-05
   9.492434e-07   2.804806e-06  -2.194101e-10  -3.162984e-01  -9.345926e-01   7.310988e-05
   7.671935e-07   2.862503e-06  -2.251354e-10  -2.556374e-01  -9.538176e-01   7.501761e-05
   5.819870e-07   2.908423e-06  -2.299345e-10  -1.939245e-01  -9.691187e-01   7.661673e-05
   3.943927e-07   2.942412e-06  -2.337903e-10  -1.314160e-01  -9.804442e-01   7.790154e-05
   2.051848e-07   2.964365e-06  -2.366899e-10  -6.836987e-02  -9.877594e-01   7.886771e-05
   1.513986e-08   2.974231e-06  -2.386243e-10  -5.044770e-03  -9.910467e-01   7.951228e-05
  -1.749671e-07   2.972005e-06  -2.395887e-10   5.830097e-02  -9.903052e-01   7.983362e-05
  -3.643654e-07   2.957737e-06  -2.395822e-10   1.214106e-01  -9.855508e-01   7.983145e-05
  -5.522925e-07   2.931522e-06  -2.386080e-10   1.840300e-01  -9.768157e-01   7.950684e-05
  -7.379966e-07   2.893506e-06  -2.366733e-10   2.459087e-01  -9.641482e-01   7.886217e-05
  -9.207403e-07   2.843880e-06  -2.337890e-10   3.068009e-01  -9.476125e-01   7.790109e-05
  -1.099803e-06   2.782883e-06  -2.299699e-10   3.664665e-01  -9.272877e-01   7.662851e-05
  -1.274483e-06   2.710797e-06  -2.252343e-10   4.246719e-01  -9.032677e-01   7.505058e-05
  -1.444103e-06   2.627946e-06  -2.196044e-10   4.811910e-01  -8.756607e-01   7.317462e-05
  -1.608008e-06   2.534694e-06  -2.131053e-10   5.358060e-01  -8.445882e-01   7.100906e-05
  -1.765571e-06   2.431446e-06  -2.057658e-10   5.883080e-01  -8.101847e-01   6.856345e-05
  -1.916196e-06   2.318641e-06  -1.976176e-10   6.384978e-01  -7.725969e-01   6.584836e-05
  -2.059316e-06   2.196754e-06  -1.886952e-10   6.861869e-01  -7.319829e-01   6.287535e-05
  -2.194397e-06   2.066292e-06  -1.790363e-10   7.311975e-01  -6.885114e-01   5.965689e-05
  -2.320941e-06   1.927790e-06  -1.686808e-10   7.733633e-01  -6.423611e-01   5.620632e-05
  -2.438485e-06   1.781813e-06  -1.576712e-10   8.125304e-01  -5.937198e-01   5.253779e-05
  -2.546605e-06   1.628948e-06  -1.460521e-10   8.485569e-01  -5.427835e-01   4.866618e-05
  -2.644912e-06   1.469807e-06  -1.338703e-10   8.813141e-01  -4.897558e-01   4.460706e-05
  -2.733061e-06   1.305019e-06  -1.211742e-10   9.106863e-01  -4.348469e-01   4.037659e-05
  -2.810744e-06   1.135234e-06  -1.080141e-10   9.365711e-01  -3.782727e-01   3.599150e-05
  -2.877695e-06   9.611147e-07  -9.444158e-11   9.588800e-01  -3.202541e-01   3.146898e-05
  -2.933690e-06   7.833354e-07  -8.050946e-11   9.775382e-01  -2.610160e-01   2.682664e-05
  -2.978547e-06   6.025815e-07  -6.627161e-11   9.924848e-01  -2.007868e-01   2.208244e-05
  -3.012123e-06   4.195454e-07  -5.178278e-11   1.003673e+00  -1.397972e-01   1.725460e-05
  -3.034321e-06   2.349241e-07  -3.709832e-11   1.011070e+00  -7.827932e-02   1.236157e-05
  -3.045085e-06   4.941728e-08  -2.227403e-11   1.014656e+00  -1.646639e-02   7.421953e-06
  -3.044399e-06  -1.362756e-07  -7.365968e-12   1.014428e+00   4.540854e-02   2.454422e-06
  -3.032291e-06  -3.214574e-07   7.569749e-12   1.010393e+00   1.071132e-01  -2.522324e-06
