Method       t0       tn       N         h
Verlet        0  2.0e+00    1000 2.002e-03

x  -  y  -  z  -  vx  -  vy  -  vz .........
   4.600792e-07  -2.925044e-06   2.375336e-10   1.889765e-05   2.871024e-06  -1.168150e-10  -1.549556e-01   9.712747e-01  -7.888732e-05  -6.305755e+00  -1.013884e+00   4.346393e-05
   4.978737e-07  -2.919053e-06   2.372801e-10   1.885896e-05   3.108815e-06  -1.361330e-10  -1.675668e-01   9.691642e-01  -7.879374e-05  -6.292360e+00  -1.094478e+00   5.001302e-05
   5.355876e-07  -2.912588e-06   2.369879e-10   1.881722e-05   3.346028e-06  -1.554229e-10  -1.801502e-01   9.668924e-01  -7.868706e-05  -6.277917e+00  -1.174893e+00   5.655405e-05
   5.732147e-07  -2.905648e-06   2.366571e-10   1.877244e-05   3.582620e-06  -1.746813e-10  -1.927036e-01   9.644599e-01  -7.856730e-05  -6.262430e+00  -1.255115e+00   6.308588e-05
   6.107491e-07  -2.898234e-06   2.362878e-10   1.872463e-05   3.818552e-06  -1.939049e-10  -2.052250e-01   9.618669e-01  -7.843447e-05  -6.245901e+00  -1.335130e+00   6.960737e-05
   6.481846e-07  -2.890350e-06   2.358800e-10   1.867380e-05   4.053783e-06  -2.130904e-10  -2.177122e-01   9.591140e-01  -7.828859e-05  -6.228333e+00  -1.414924e+00   7.611738e-05
   6.855153e-07  -2.881995e-06   2.354339e-10   1.861996e-05   4.288272e-06  -2.322345e-10  -2.301633e-01   9.562016e-01  -7.812969e-05  -6.209729e+00  -1.494483e+00   8.261477e-05
   7.227350e-07  -2.873171e-06   2.349494e-10   1.856312e-05   4.521979e-06  -2.513339e-10  -2.425760e-01   9.531301e-01  -7.795780e-05  -6.190092e+00  -1.573794e+00   8.909841e-05
   7.598379e-07  -2.863880e-06   2.344268e-10   1.850329e-05   4.754865e-06  -2.703853e-10  -2.549484e-01   9.499001e-01  -7.777294e-05  -6.169426e+00  -1.652843e+00   9.556717e-05
   7.968179e-07  -2.854124e-06   2.338661e-10   1.844050e-05   4.986889e-06  -2.893853e-10  -2.672784e-01   9.465121e-01  -7.757515e-05  -6.147734e+00  -1.731615e+00   1.020199e-04
   8.336691e-07  -2.843904e-06   2.332674e-10   1.837474e-05   5.218012e-06  -3.083309e-10  -2.795640e-01   9.429667e-01  -7.736445e-05  -6.125020e+00  -1.810097e+00   1.084555e-04
   8.703856e-07  -2.833222e-06   2.326308e-10   1.830603e-05   5.448194e-06  -3.272187e-10  -2.918030e-01   9.392645e-01  -7.714089e-05  -6.101288e+00  -1.888275e+00   1.148729e-04
   9.069615e-07  -2.822080e-06   2.319564e-10   1.823440e-05   5.677398e-06  -3.460455e-10  -3.039936e-01   9.354060e-01  -7.690450e-05  -6.076543e+00  -1.966136e+00   1.212709e-04
   9.433909e-07  -2.810481e-06   2.312445e-10   1.815985e-05   5.905582e-06  -3.648081e-10  -3.161335e-01   9.313921e-01  -7.665532e-05  -6.050788e+00  -2.043666e+00   1.276484e-04
   9.796681e-07  -2.798425e-06   2.304950e-10   1.808240e-05   6.132710e-06  -3.835033e-10  -3.282209e-01   9.272232e-01  -7.639340e-05  -6.024029e+00  -2.120852e+00   1.340043e-04
   1.015787e-06  -2.785916e-06   2.297082e-10   1.800207e-05   6.358743e-06  -4.021279e-10  -3.402538e-01   9.229002e-01  -7.611877e-05  -5.996270e+00  -2.197680e+00   1.403375e-04
   1.051743e-06  -2.772956e-06   2.288841e-10   1.791887e-05   6.583642e-06  -4.206788e-10  -3.522300e-01   9.184237e-01  -7.583149e-05  -5.967516e+00  -2.274137e+00   1.466469e-04
   1.087528e-06  -2.759546e-06   2.280230e-10   1.783282e-05   6.807371e-06  -4.391529e-10  -3.641477e-01   9.137945e-01  -7.553160e-05  -5.937773e+00  -2.350209e+00   1.529314e-04
   1.123139e-06  -2.745690e-06   2.271250e-10   1.774394e-05   7.029891e-06  -4.575470e-10  -3.760049e-01   9.090134e-01  -7.521915e-05  -5.907045e+00  -2.425884e+00   1.591899e-04
